year;month;day;weekday;hour;city;neighborhood;nature;victim_age;gender;ethnicity
2023;11;21;TERCA;18;FOZ DO IGUACU;TRES LAGOAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);34;M;PARDA
2023;11;26;DOMINGO;12;FOZ DO IGUACU;CAMPOS DO IGUACU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);30;F;
2023;12;1;SEXTA;6;FOZ DO IGUACU;ITAIPU A;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;20;M;PARDA
2023;12;1;SEXTA;6;FOZ DO IGUACU;ITAIPU A;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;39;M;PARDA
2023;12;6;QUARTA;7;FOZ DO IGUACU;MORUMBI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);33;M;BRANCA
2023;12;11;SEGUNDA;17;FOZ DO IGUACU;PORTO MEIRA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);16;M;BRANCA
2023;12;17;DOMINGO;22;FOZ DO IGUACU;PORTO MEIRA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;M;BRANCA
2023;12;18;SEGUNDA;19;FOZ DO IGUACU;PORTO BELO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;F;BRANCA
2023;12;22;SEXTA;2;FOZ DO IGUACU;ITAIPU C;Feminicídio;41;F;PARDA
2023;12;22;SEXTA;2;FOZ DO IGUACU;ITAIPU C;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);41;F;PARDA
2023;12;27;QUARTA;0;FOZ DO IGUACU;PANORAMA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);35;M;PRETA
2023;12;31;DOMINGO;20;FOZ DO IGUACU;ITAIPU A;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;14;M;BRANCA
2023;12;31;DOMINGO;20;FOZ DO IGUACU;ITAIPU A;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;19;;PARDA
2022;1;2;DOMINGO;12;FOZ DO IGUACU;CAMPOS DO IGUACU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);35;M;BRANCA
2022;1;5;QUARTA;4;FOZ DO IGUACU;CAMPOS DO IGUACU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);20;M;PARDA
2022;1;7;SEXTA;15;FOZ DO IGUACU;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;69;M;BRANCA
2022;1;10;SEGUNDA;18;FOZ DO IGUACU;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;24;M;PARDA
2022;1;14;SEXTA;23;FOZ DO IGUACU;CAMPOS DO IGUACU;Feminicídio;62;F;BRANCA
2022;1;14;SEXTA;23;FOZ DO IGUACU;CAMPOS DO IGUACU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);62;F;BRANCA
2022;1;15;SABADO;4;FOZ DO IGUACU;PANORAMA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);39;M;BRANCA
2022;1;17;SEGUNDA;21;FOZ DO IGUACU;CAMPOS DO IGUACU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;PARDA
2022;1;19;QUARTA;16;FOZ DO IGUACU;CENTRO;Roubo com Resultado Morte;52;M;BRANCA
2022;1;19;QUARTA;22;FOZ DO IGUACU;TRES LAGOAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);25;M;BRANCA
2022;1;22;SABADO;23;FOZ DO IGUACU;PORTES;Praticar Homicídio Culposo na Direção de Veículo;59;M;BRANCA
2022;1;30;DOMINGO;20;FOZ DO IGUACU;COGNOPOLIS;Praticar Homicídio Culposo na Direção de Veículo;41;F;
2022;1;31;SEGUNDA;16;FOZ DO IGUACU;TRES LAGOAS;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;31;M;PARDA
2022;2;3;QUINTA;22;FOZ DO IGUACU;CIDADE NOVA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);32;M;BRANCA
2022;2;9;QUARTA;21;FOZ DO IGUACU;TRES BANDEIRAS;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;18;M;BRANCA
2022;2;9;QUARTA;21;FOZ DO IGUACU;TRES BANDEIRAS;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;19;M;BRANCA
2022;2;9;QUARTA;21;FOZ DO IGUACU;TRES BANDEIRAS;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;21;;PRETA
2022;2;12;SABADO;22;FOZ DO IGUACU;MONJOLO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);32;M;BRANCA
2022;2;14;SEGUNDA;16;FOZ DO IGUACU;CAMPOS DO IGUACU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);50;M;BRANCA
2022;2;16;QUARTA;20;FOZ DO IGUACU;PORTAL;Praticar Homicídio Culposo na Direção de Veículo;2;F;
2022;2;21;SEGUNDA;14;FOZ DO IGUACU;PORTAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);32;M;BRANCA
2022;3;1;TERCA;1;FOZ DO IGUACU;CIDADE NOVA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);32;M;PARDA
2022;3;2;QUARTA;7;FOZ DO IGUACU;MONJOLO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);24;M;BRANCA
2022;3;14;SEGUNDA;1;FOZ DO IGUACU;TRES LAGOAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);29;M;PARDA
2022;3;21;SEGUNDA;20;FOZ DO IGUACU;TRES FRONTEIRAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);34;M;BRANCA
2022;3;25;SEXTA;17;FOZ DO IGUACU;PORTO MEIRA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);21;F;BRANCA
2022;3;28;SEGUNDA;11;FOZ DO IGUACU;PANORAMA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);58;M;BRANCA
2022;3;30;QUARTA;20;FOZ DO IGUACU;PANORAMA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);45;M;PARDA
2022;4;5;TERCA;19;FOZ DO IGUACU;SAO ROQUE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);41;M;BRANCA
2022;4;7;QUINTA;1;FOZ DO IGUACU;PORTAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;BRANCA
2022;4;7;QUINTA;1;FOZ DO IGUACU;PORTAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);49;M;PRETA
;;;;;;;;;;
2022;4;11;SEGUNDA;0;FOZ DO IGUACU;TRES LAGOAS;Praticar Homicídio Culposo na Direção de Veículo;19;F;BRANCA
2022;4;11;SEGUNDA;0;FOZ DO IGUACU;TRES LAGOAS;Praticar Homicídio Culposo na Direção de Veículo;44;F;BRANCA
2022;4;11;SEGUNDA;0;FOZ DO IGUACU;TRES LAGOAS;Praticar Homicídio Culposo na Direção de Veículo;49;M;BRANCA
2022;4;13;QUARTA;20;FOZ DO IGUACU;CAMPOS DO IGUACU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);27;M;
2022;4;13;QUARTA;20;FOZ DO IGUACU;MORUMBI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);47;M;BRANCA
2022;4;17;DOMINGO;0;FOZ DO IGUACU;POLO UNIVERSITARIO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);29;M;BRANCA
2022;4;22;SEXTA;14;FOZ DO IGUACU;ITAIPU A;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;41;M;BRANCA
2022;4;23;SABADO;1;FOZ DO IGUACU;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);19;F;BRANCA
2022;4;29;SEXTA;8;FOZ DO IGUACU;TRES LAGOAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);30;M;PARDA
2022;5;1;DOMINGO;5;FOZ DO IGUACU;MARACANA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);29;M;BRANCA
2022;5;9;SEGUNDA;3;FOZ DO IGUACU;PORTO MEIRA;Feminicídio;40;F;BRANCA
2022;5;9;SEGUNDA;3;FOZ DO IGUACU;PORTO MEIRA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);40;F;BRANCA
2022;5;10;TERCA;7;FOZ DO IGUACU;PORTAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;BRANCA
2022;5;12;QUINTA;21;FOZ DO IGUACU;PORTO BELO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;25;M;PARDA
2022;5;14;SABADO;1;FOZ DO IGUACU;LOTE GRANDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;BRANCA
2022;5;14;SABADO;6;FOZ DO IGUACU;TRES BANDEIRAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);62;M;PRETA
2022;5;17;TERCA;10;FOZ DO IGUACU;MARACANA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);41;M;PARDA
2022;5;22;DOMINGO;5;FOZ DO IGUACU;PORTO MEIRA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);36;M;
2022;5;29;DOMINGO;2;FOZ DO IGUACU;MORUMBI;Feminicídio;26;F;
2022;5;29;DOMINGO;2;FOZ DO IGUACU;MORUMBI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;F;
2022;6;2;QUINTA;3;FOZ DO IGUACU;PANORAMA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;M;BRANCA
2022;6;7;TERCA;20;FOZ DO IGUACU;ITAIPU A;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;26;M;PARDA
2022;6;7;TERCA;20;FOZ DO IGUACU;ITAIPU A;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;30;M;PARDA
2022;6;7;TERCA;20;FOZ DO IGUACU;ITAIPU A;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;39;M;PARDA
2022;6;8;QUARTA;20;FOZ DO IGUACU;CARIMA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);33;M;PARDA
2022;6;16;QUINTA;12;FOZ DO IGUACU;CIDADE NOVA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);50;M;BRANCA
2022;6;28;TERCA;21;FOZ DO IGUACU;CAMPOS DO IGUACU;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;23;M;PARDA
2022;6;29;QUARTA;19;FOZ DO IGUACU;MORUMBI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);18;M;BRANCA
2022;7;2;SABADO;23;FOZ DO IGUACU;PORTO MEIRA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);36;M;PARDA
2022;7;3;DOMINGO;7;FOZ DO IGUACU;PANORAMA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);20;M;BRANCA
2022;7;4;SEGUNDA;4;FOZ DO IGUACU;MORUMBI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);50;M;BRANCA
2022;7;4;SEGUNDA;19;FOZ DO IGUACU;PANORAMA;Roubo com Resultado Morte;55;M;
2022;7;5;TERCA;22;FOZ DO IGUACU;PANORAMA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;M;PARDA
2022;7;6;QUARTA;20;FOZ DO IGUACU;TRES LAGOAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);54;M;PRETA
2022;7;7;QUINTA;20;FOZ DO IGUACU;PORTAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;26;M;BRANCA
2022;7;10;DOMINGO;0;FOZ DO IGUACU;ITAIPU A;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);50;M;BRANCA
2022;7;11;SEGUNDA;6;FOZ DO IGUACU;TRES LAGOAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);32;M;PARDA
2022;7;19;TERCA;12;FOZ DO IGUACU;PANORAMA;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;17;M;PARDA
2022;7;19;TERCA;12;FOZ DO IGUACU;PANORAMA;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;17;M;PARDA
2022;7;19;TERCA;12;FOZ DO IGUACU;PANORAMA;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;25;M;PARDA
2022;7;22;SEXTA;17;FOZ DO IGUACU;CIDADE NOVA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);21;F;
2022;7;24;DOMINGO;14;FOZ DO IGUACU;PORTAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);59;M;PRETA
2022;7;28;QUINTA;18;FOZ DO IGUACU;PORTO MEIRA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;M;BRANCA
;;;;;;;;;;
2022;8;8;SEGUNDA;17;FOZ DO IGUACU;LANCASTER;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);47;M;BRANCA
2022;8;16;TERCA;14;FOZ DO IGUACU;PORTAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);25;M;BRANCA
2022;8;17;QUARTA;23;FOZ DO IGUACU;CAMPOS DO IGUACU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;M;BRANCA
2022;8;19;SEXTA;10;FOZ DO IGUACU;COGNOPOLIS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);;M;PARDA
2022;8;20;SABADO;20;FOZ DO IGUACU;PORTO BELO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);25;F;BRANCA
2022;8;23;TERCA;23;FOZ DO IGUACU;PORTO MEIRA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);39;M;BRANCA
2022;8;25;QUINTA;0;FOZ DO IGUACU;PORTO MEIRA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);30;M;BRANCA
2022;8;27;SABADO;16;FOZ DO IGUACU;PORTO MEIRA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);21;M;PARDA
2022;9;2;SEXTA;8;FOZ DO IGUACU;TRES LAGOAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);51;M;
2022;9;20;TERCA;15;FOZ DO IGUACU;MORUMBI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);46;M;BRANCA
2022;9;25;DOMINGO;2;FOZ DO IGUACU;MORUMBI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);42;M;PARDA
2022;10;6;QUINTA;10;FOZ DO IGUACU;PORTES;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);63;M;BRANCA
2022;10;15;SABADO;20;FOZ DO IGUACU;MORUMBI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);60;M;BRANCA
2022;10;17;SEGUNDA;4;FOZ DO IGUACU;MARACANA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;F;BRANCA
2022;10;17;SEGUNDA;4;FOZ DO IGUACU;MARACANA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);23;F;PARDA
2022;10;20;QUINTA;6;FOZ DO IGUACU;ITAIPU C;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);49;M;BRANCA
2022;11;11;SEXTA;23;FOZ DO IGUACU;LANCASTER;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;16;M;BRANCA
2022;11;11;SEXTA;23;FOZ DO IGUACU;LANCASTER;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;18;M;BRANCA
2022;11;14;SEGUNDA;17;FOZ DO IGUACU;MORUMBI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);46;M;BRANCA
2022;11;18;SEXTA;15;FOZ DO IGUACU;KLP;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;22;M;BRANCA
2022;11;18;SEXTA;15;FOZ DO IGUACU;KLP;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;30;M;BRANCA
2022;11;18;SEXTA;15;FOZ DO IGUACU;KLP;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;36;M;BRANCA
2022;11;28;SEGUNDA;8;FOZ DO IGUACU;PORTES;Roubo com Resultado Morte;70;M;BRANCA
2022;12;3;SABADO;4;FOZ DO IGUACU;PORTO MEIRA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);46;M;PARDA
2022;12;4;DOMINGO;11;FOZ DO IGUACU;PORTO BELO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);23;M;BRANCA
2022;12;6;TERCA;20;FOZ DO IGUACU;CIDADE NOVA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);30;M;BRANCA
2022;12;7;QUARTA;21;FOZ DO IGUACU;TRES LAGOAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);35;M;PARDA
2022;12;8;QUINTA;21;FOZ DO IGUACU;OURO VERDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);40;M;BRANCA
2022;12;10;SABADO;20;FOZ DO IGUACU;CAMPOS DO IGUACU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);30;M;
2022;12;11;DOMINGO;20;FOZ DO IGUACU;CAMPOS DO IGUACU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);27;M;PARDA
2022;12;12;SEGUNDA;21;FOZ DO IGUACU;PORTAL;Roubo com Resultado Morte;65;M;BRANCA
2022;12;12;SEGUNDA;21;FOZ DO IGUACU;PORTO MEIRA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;M;BRANCA
2022;12;14;QUARTA;12;FOZ DO IGUACU;TRES LAGOAS;Roubo com Resultado Morte;74;M;PARDA
2022;12;15;QUINTA;2;FOZ DO IGUACU;PANORAMA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);27;M;PARDA
2022;12;17;SABADO;22;FOZ DO IGUACU;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;M;PARDA
2022;12;19;SEGUNDA;19;FOZ DO IGUACU;TRES LAGOAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);32;M;BRANCA
2022;12;22;QUINTA;22;FOZ DO IGUACU;MORUMBI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);65;M;PRETA
2022;12;23;SEXTA;22;FOZ DO IGUACU;PANORAMA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);52;M;BRANCA
2022;12;26;SEGUNDA;14;FOZ DO IGUACU;CENTRO CIVICO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;35;M;PARDA
2021;1;3;DOMINGO;16;FOZ DO IGUACU;BAIRRO POLO UNIVERSITARIO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);33;M;PARDA
2021;1;5;TERCA;12;FOZ DO IGUACU;BAIRRO CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);;M;BRANCA
2021;1;9;SABADO;15;FOZ DO IGUACU;BAIRRO CAMPOS DO IGUACU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);36;M;BRANCA
2021;1;19;TERCA;1;FOZ DO IGUACU;BAIRRO TRES BANDEIRAS;Praticar Homicídio Culposo na Direção de Veículo;32;M;PARDA
2021;1;20;QUARTA;2;FOZ DO IGUACU;BAIRRO PORTAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);21;M;PARDA
2021;1;20;QUARTA;13;FOZ DO IGUACU;BAIRRO PORTES;Praticar Homicídio Culposo na Direção de Veículo;61;M;BRANCA
2021;1;22;SEXTA;5;FOZ DO IGUACU;PORTO MEIRA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);27;M;
2021;1;25;SEGUNDA;12;FOZ DO IGUACU;BAIRRO PORTO BELO;Praticar Homicídio Culposo na Direção de Veículo;73;F;PARDA
2021;2;1;SEGUNDA;1;FOZ DO IGUACU;BAIRRO PORTAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;17;M;PARDA
2021;2;1;SEGUNDA;1;FOZ DO IGUACU;BAIRRO PORTAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;20;M;PARDA
2021;2;1;SEGUNDA;1;FOZ DO IGUACU;BAIRRO PORTAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;33;M;BRANCA
2021;2;18;QUINTA;14;FOZ DO IGUACU;BAIRRO MORUMBI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;M;BRANCA
2021;2;18;QUINTA;14;FOZ DO IGUACU;BAIRRO MORUMBI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);34;M;PARDA
2021;2;24;QUARTA;0;FOZ DO IGUACU;BAIRRO MORUMBI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);40;M;PRETA
2021;2;25;QUINTA;17;FOZ DO IGUACU;BAIRRO TRES LAGOAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);36;M;BRANCA
2021;2;26;SEXTA;15;FOZ DO IGUACU;BAIRRO TRES LAGOAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);24;M;PARDA
2021;2;26;SEXTA;21;FOZ DO IGUACU;BAIRRO ITAIPU A;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);63;M;BRANCA
2021;3;6;SABADO;7;FOZ DO IGUACU;BAIRRO TRES BANDEIRAS;Feminicídio;16;F;BRANCA
2021;3;6;SABADO;7;FOZ DO IGUACU;BAIRRO TRES BANDEIRAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);16;F;BRANCA
2021;3;9;TERCA;20;FOZ DO IGUACU;BAIRRO TRES LAGOAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);34;M;BRANCA
2021;3;15;SEGUNDA;13;FOZ DO IGUACU;BAIRRO PORTO BELO;Praticar Homicídio Culposo na Direção de Veículo;53;M;BRANCA
2021;4;3;SABADO;1;FOZ DO IGUACU;PORTO MEIRA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);18;M;
2021;4;10;SABADO;3;FOZ DO IGUACU;CAMPOS DO IGUACU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;M;BRANCA
2021;4;12;SEGUNDA;3;FOZ DO IGUACU;TRES LAGOAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);40;M;PARDA
2021;4;12;SEGUNDA;18;FOZ DO IGUACU;TRES LAGOAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);35;M;BRANCA
2021;4;17;SABADO;20;FOZ DO IGUACU;CAMPOS DO IGUACU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);21;M;PARDA
2021;4;25;DOMINGO;6;FOZ DO IGUACU;PORTAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;F;PARDA
2021;4;25;DOMINGO;23;FOZ DO IGUACU;CIDADE NOVA;Praticar Homicídio Culposo na Direção de Veículo;26;M;BRANCA
2021;5;7;SEXTA;15;FOZ DO IGUACU;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);48;M;BRANCA
2021;5;9;DOMINGO;20;FOZ DO IGUACU;CAMPOS DO IGUACU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;BRANCA
2021;5;10;SEGUNDA;7;FOZ DO IGUACU;TRES LAGOAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);45;M;BRANCA
2021;5;18;TERCA;20;FOZ DO IGUACU;TRES LAGOAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);35;M;BRANCA
2021;5;30;DOMINGO;5;FOZ DO IGUACU;AMERICA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;M;PARDA
2021;5;31;SEGUNDA;21;FOZ DO IGUACU;CIDADE NOVA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);32;M;PARDA
2021;6;4;SEXTA;20;FOZ DO IGUACU;MORUMBI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);45;M;BRANCA
2021;6;5;SABADO;17;FOZ DO IGUACU;PORTO MEIRA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);31;M;BRANCA
2021;6;13;DOMINGO;0;FOZ DO IGUACU;TRES LAGOAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);25;M;BRANCA
2021;6;26;SABADO;8;FOZ DO IGUACU;PORTAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);25;M;BRANCA
2021;6;27;DOMINGO;15;FOZ DO IGUACU;PANORAMA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);21;M;PRETA
2021;7;10;SABADO;20;FOZ DO IGUACU;AMERICA;Feminicídio;26;F;BRANCA
2021;7;10;SABADO;20;FOZ DO IGUACU;AMERICA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;F;BRANCA
2021;7;11;DOMINGO;8;FOZ DO IGUACU;PORTAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;19;M;PARDA
